row_num,reference,unit_raw,quantity,teu,container_codes,resolution,method
11310,CN2507117-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
11342,CN2507148-S,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
11355,CN2507161-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
11418,CN2507222-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
11422,CN2507226-S,40'HQ/40'OT,5.0,10,"40HQ,40OT","[('40HQ', 3), ('40OT', 2)]",equal
11525,CN2507326-S,40'HQ/40'OT,2.0,4,"40HQ,40OT","[('40HQ', 1), ('40OT', 1)]",equal
11539,CN2507340-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
11554,CN2507355-S,20'GP/40'HQ,1.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 0)]",equal
11563,CN2507363-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
11592,CN2507389-S,20'GP/40'GP/40'HQ,,,"20GP,40GP,40HQ","[('20GP', 1), ('40GP', 1), ('40HQ', 1)]",fallback
11745,CN2507532-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
11862,CN2507646-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
11864,CN2507648-S,20'GP/40'HQ,,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
11867,CN2507651-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
11882,CN2507666-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
11945,CN2508026-S,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
11967,CN2508048-S,20'GP/40'HQ,1.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 0)]",equal
11972,CN2508053-S,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12142,CN2508218-S,20'GP/40'HQ,,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12163,CN2508239-S,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12164,CN2508239-S1,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12205,CN2508275-S,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12262,CN2508329-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
12285,CN2508352-S,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12300,CN2508365-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
12319,CN2508384-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
12335,CN2508400-S,20'GP/40'HQ/40'OT,3.0,5,"20GP,40HQ,40OT","[('20GP', 1), ('40HQ', 0), ('40OT', 2)]",exact
12411,CN2508473-S,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12489,CN2508547-S,20'GP/40'GP,1.0,2,"20GP,40GP","[('20GP', 0), ('40GP', 1)]",exact
12490,CN2508548-S,20'GP/40'GP/40'HQ,1.0,,"20GP,40GP,40HQ","[('20GP', 1), ('40GP', 1), ('40HQ', 1)]",fallback
12514,CN2508571-S,20'GP/40'HQ,1.0,2,"20GP,40HQ","[('20GP', 0), ('40HQ', 1)]",exact
12528,CN2508585-S,20'GP/40'GP,1.0,2,"20GP,40GP","[('20GP', 0), ('40GP', 1)]",exact
12549,CN2509019-S,40'HQ/40'OT,,,"40HQ,40OT","[('40HQ', 1), ('40OT', 1)]",fallback
12589,CN2509059-S,40GP + 20GP,2.0,3,"40GP,20GP","[('40GP', 1), ('20GP', 1)]",exact
12668,CN2509136-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
12697,CN2509165-S,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12737,CN2509204-S,20'GP/40'HQ,8.0,11,"20GP,40HQ","[('20GP', 5), ('40HQ', 3)]",exact
12786,CN2509253-S,20'OT/40'OT,2.0,3,"20OT,40OT","[('20OT', 1), ('40OT', 1)]",exact
12840,CN2509307-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
12918,CN2509381-S,20'GP/40'HQ,,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12937,CN2509400-S,20'GP/40'HQ,1.0,,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
12966,CN2509428-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
12984,CN2509446-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13055,CN2509517-S,20GP/40'GP/40''HQ,,,"40GP,40HQ","[('40GP', 1), ('40HQ', 1)]",fallback
13181,CN2509642-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13259,CN2509720-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13266,CN2510004-S,20'GP/40'HQ,7.0,8,"20GP,40HQ","[('20GP', 6), ('40HQ', 1)]",exact
13272,CN2510010-S1,20'GP/40'GP,5.0,6,"20GP,40GP","[('20GP', 4), ('40GP', 1)]",exact
13273,CN2510010-S2,20'GP/40'GP,3.0,4,"20GP,40GP","[('20GP', 2), ('40GP', 1)]",exact
13281,CN2510018-S,40'FR/40'HQ,3.0,4,"40FR,40HQ","[('40FR', 2), ('40HQ', 1)]",equal
13414,CN2510148-S,20'GP/20'OT/40'OT,,,"20GP,20OT,40OT","[('20GP', 1), ('20OT', 1), ('40OT', 1)]",fallback
13416,CN2510150-S,20'GP/40'GP/40'HQ,,,"20GP,40GP,40HQ","[('20GP', 1), ('40GP', 1), ('40HQ', 1)]",fallback
13432,CN2510166-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13460,CN2510191-S,20'GP/40'GP/40'HQ,,,"20GP,40GP,40HQ","[('20GP', 1), ('40GP', 1), ('40HQ', 1)]",fallback
13469,CN2510200-S,20'GP/40'GP,2.0,3,"20GP,40GP","[('20GP', 1), ('40GP', 1)]",exact
13496,CN2510227-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13497,CN2510228-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13498,CN2510229-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13499,CN2510230-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13500,CN2510231-S,20'GP/40'HQ,2.0,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13549,CN2510274-S,20'GP+40'GP,2.0,3,"20GP,40GP","[('20GP', 1), ('40GP', 1)]",exact
13636,CN2510354-S,20'GP+40'GP+40'HQ,3.000,5,"20GP,40GP,40HQ","[('20GP', 1), ('40GP', 0), ('40HQ', 2)]",exact
13666,CN2510383-S,20'GP + 40'GP,2.000,3,"20GP,40GP","[('20GP', 1), ('40GP', 1)]",exact
13747,CN2510460-S,20'GP/40'HQ,,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
13807,CN2510519-S,20'GP/40'HQ,2.000,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13899,CN2510609-S,20'GP/40'HQ,,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",fallback
13916,CN2510626-S,40'HQ/40'NOR,2.000,4,"40HQ,40GP","[('40HQ', 1), ('40GP', 1)]",equal
13950,CN2510658-S,20'GP/40'HQ,2.000,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
13979,CN2510685-S,20'GP+40'HQ,6.000,7,"20GP,40HQ","[('20GP', 5), ('40HQ', 1)]",exact
13996,CN2511002-S,20GP/40'GP/40'HQ,3.000,5,"40GP,40HQ","[('40GP', 2), ('40HQ', 1)]",equal
14009,CN2511015-S,20'GP/40'HQ,2.000,3,"20GP,40HQ","[('20GP', 1), ('40HQ', 1)]",exact
